Location.City,Location.State,Data.Shape,Data.Encounter duration,Dates.Sighted.Year
boston,MA,light,120,2002
boston,MA,light,10,2005
boston,MA,light,10,2000
boston,MA,light,600,2007
boston,MA,light,600,2005
boston,MA,light,600,2008
boston,MA,light,60,2010
boston,MA,other,5,1990
boston,MA,other,300,2005
boston,MA,other,10,2006
boston,MA,other,3600,2013
boston,MA,other,30,2013
boston,MA,oval,180,2002
boston,MA,oval,120,2009
boston,MA,oval,600,2012
boston,MA,oval,3600,1990
boston,MA,rectangle,180,2003
boston,MA,sphere,300,1978
boston,MA,sphere,120,2012
boston,MA,sphere,120,1998
boston,MA,sphere,120,2009
boston,MA,sphere,900,1977
boston,MA,triangle,240,2012
boston,MA,triangle,240,2012
boston,MA,triangle,30,1994
boston,MA,triangle,1800,1963
boston,MA,triangle,180,2011
boston,MA,triangle,10,2009
boston,MA,triangle,60,2010
boston,MA,unknown,420,2004
boston,MA,unknown,300,2012
bourne,MA,circle,7200,2012
bourne,MA,fireball,120,2010
bourne,MA,triangle,180,2010
boxford,MA,cigar,300,2009
boxford,MA,triangle,300,2001
bradford,MA,disk,300,2004
bradford,MA,other,900,2000
bradford,MA,unknown,3600,2008
braintree,MA,light,600,2000
braintree,MA,light,2700,2006
braintree,MA,light,20,1999
braintree,MA,other,360,2011
braintree,MA,oval,1200,2002
braintree,MA,sphere,120,2005
brewster,MA,cigar,600,2003
brewster,MA,disk,8,2001
brewster,MA,disk,2700,1996
brewster,MA,fireball,30,2012
brewster,MA,flash,1800,2007
brewster,MA,flash,1500,2012
brewster,MA,light,1200,2011
brewster,MA,other,60,2011
brewster,MA,unknown,3,1997
bridgewater,MA,chevron,2,2011
bridgewater,MA,fireball,240,2013
bridgewater,MA,fireball,600,2013
bridgewater,MA,flash,300,2013
bridgewater,MA,formation,900,2013
bridgewater,MA,formation,900,2009
bridgewater,MA,light,15,2011
bridgewater,MA,rectangle,120,2012
bridgewater,MA,triangle,600,1981
bridgewater,MA,triangle,1800,2013
bridgewater,MA,triangle,600,1997
bridgewater,MA,triangle,120,2013
bridgewater,MA,unknown,120,2011
bridgewater,MA,unknown,60,2002
bridgewater,MA,unknown,60,2013
brighton,MA,light,360,2002
brighton,MA,light,180,2004
brighton,MA,other,5,2002
brighton,MA,oval,360,2008
brimfield,MA,circle,300,2013
brimfield,MA,sphere,60,2001
brockton,MA,disk,1800,1971
brockton,MA,disk,300,1989
brockton,MA,light,420,2012
brockton,MA,light,14400,2010
brockton,MA,light,30,2011
brockton,MA,other,3,2002
brockton,MA,other,600,1990
brockton,MA,sphere,2,2012
brockton,MA,triangle,240,1990
brockton,MA,triangle,300,2012
brockton,MA,triangle,120,2008
brockton,MA,triangle,120,1995
brookline,MA,formation,240,2009
brookline,MA,light,5,2003
brookline,MA,other,240,2003
brookline,MA,oval,7200,2002
brookline,MA,triangle,7,1987
brookline,MA,triangle,300,2006
brookline,MA,triangle,25,2004
burlington,MA,disk,10,2004
burlington,MA,fireball,10,2004
burlington,MA,light,180,2002
burlington,MA,triangle,10,2011
burlington,MA,unknown,5400,2009
buzzards bay,MA,diamond,15,2011
cambridge,MA,chevron,480,2009
cambridge,MA,diamond,30,2003
cambridge,MA,diamond,60,1976
cambridge,MA,light,60,2008
cambridge,MA,other,15,2008
cambridge,MA,other,600,1977
cambridge,MA,oval,15,1988
cambridge,MA,sphere,180,1953
cambridge,MA,triangle,120,2006
cambridge,MA,unknown,1200,2012
canton,MA,cigar,10,2008
canton,MA,circle,300,1999
canton,MA,light,7200,2001
canton,MA,light,3,2011
canton,MA,triangle,300,2000
canton,MA,unknown,3,2010
canton,MA,unknown,600,2008
carver,MA,changing,900,2005
carver,MA,unknown,20,2008
cataumet,MA,unknown,3600,2006
centerville,MA,light,20,2009
centerville,MA,triangle,74,2006
charlton,MA,circle,3,2008
charlton,MA,light,18000,2009
charlton,MA,light,120,2013
charlton,MA,other,600,2002
charlton,MA,other,3600,2011
chelmsford,MA,cigar,1800,2003
chelmsford,MA,circle,5,2005
chelmsford,MA,disk,900,1978
chelmsford,MA,light,600,2010
chelmsford,MA,sphere,60,2005
chelmsford,MA,triangle,300,1993
chelsea,MA,triangle,10,2010
cheshire,MA,chevron,3,2012
cheshire,MA,disk,3600,2006
chicopee,MA,changing,300,1994
chicopee,MA,diamond,300,1980
chicopee,MA,diamond,300,1980
chicopee,MA,disk,60,2004
chicopee,MA,fireball,90,2012
chicopee,MA,flash,10,2011
chicopee,MA,sphere,180,2009
chicopee,MA,triangle,600,1993
chicopee,MA,unknown,1800,2006
cohasset,MA,light,900,1974
cohasset,MA,light,600,2007
cohasset,MA,sphere,45,2012
concord,MA,cylinder,240,2002
concord,MA,oval,180,1996
concord,MA,unknown,1800,2013
dalton,MA,circle,900,1975
dalton,MA,triangle,600,2001
danvers,MA,other,90,2005
danvers,MA,other,30,2012
danvers,MA,oval,30,2013
danvers,MA,oval,60,2012
dedham,MA,cigar,180,2013
dedham,MA,circle,600,2012
dedham,MA,fireball,5,2008
dedham,MA,light,2,2013
dedham,MA,unknown,60,2000
deerfield,MA,diamond,120,2009
deerfield,MA,light,30,2013
dennis,MA,fireball,900,2012
dennis,MA,other,10,2002
dennis,MA,unknown,7200,2007
dennis,MA,unknown,10,1971
dorchester,MA,changing,21600,2013
dorchester,MA,circle,30,2012
dorchester,MA,disk,600,2005
dorchester,MA,light,600,2013
dorchester,MA,sphere,75,2010
dorchester,MA,sphere,60,2010
douglas,MA,circle,480,2013
douglas,MA,light,3,2011
dracut,MA,fireball,60,2009
dracut,MA,triangle,120,1997
dudley,MA,circle,120,2013
dudley,MA,circle,900,2009
dudley,MA,light,1200,2010
dudley,MA,triangle,600,2002
dunstable,MA,light,60,2008
dunstable,MA,triangle,300,2005
duxbury,MA,circle,10,2013
duxbury,MA,light,600,2005
duxbury,MA,sphere,2,2003
duxbury,MA,sphere,45,2003
east  longmeadow,MA,cylinder,600,2001
east boston,MA,disk,600,2010
east boston,MA,light,30,2006
east boston,MA,light,3,2012
east bridgewater,MA,fireball,420,2010
east bridgewater,MA,flash,1200,2006
east bridgewater,MA,formation,180,2008
east dennis,MA,circle,60,2013
east dennis,MA,sphere,120,2009
east falmouth,MA,changing,1200,2003
east falmouth,MA,cigar,86400,2001
east falmouth,MA,light,1200,2003
east falmouth,MA,other,1200,2007
east harwich,MA,formation,10,2006
east longmeadow,MA,circle,300,2013
east otis,MA,cigar,10,2005
east sandwich,MA,light,60,2007
east sandwich,MA,other,45,2012
east sandwich,MA,rectangle,120,2012
eastham,MA,light,120,2010
easthampton,MA,fireball,300,2013
easthampton,MA,triangle,720,1994
easton,MA,light,6,2011
edgartown,MA,circle,50,2010
edgartown,MA,sphere,120,1967
edgartown,MA,triangle,600,1984
essex,MA,fireball,30,2013
everett,MA,circle,20,2009
everett,MA,flash,5,2014
fairhaven,MA,circle,10,2001
fairhaven,MA,light,5,2012
fairhaven,MA,sphere,300,2001
fairhaven,MA,teardrop,1200,2013
fall river,MA,circle,600,2008
fall river,MA,circle,600,2011
fall river,MA,cylinder,8,2005
fall river,MA,flash,300,2008
fall river,MA,light,7,2013
fall river,MA,light,5,1998
fall river,MA,other,40,2012
fall river,MA,sphere,3600,2000
fall river,MA,teardrop,2,2013
falmouth,MA,light,180,2011
falmouth,MA,light,3600,2013
falmouth,MA,other,5,2009
falmouth,MA,oval,300,2012
falmouth,MA,sphere,30,2009
falmouth,MA,triangle,120,2009
feeding hills,MA,fireball,3,2013
fitchburg,MA,circle,300,1998
fitchburg,MA,circle,120,2011
fitchburg,MA,cylinder,120,2003
fitchburg,MA,diamond,1200,2011
fitchburg,MA,disk,600,1999
fitchburg,MA,fireball,900,2012
fitchburg,MA,triangle,300,2009
fitchburg,MA,triangle,55,2002
fitchburg,MA,triangle,7200,2008
fitchburg,MA,unknown,5400,2013
florence,MA,triangle,4,2007
forestdale,MA,circle,2,2006
foxboro,MA,circle,15,2000
foxboro,MA,disk,60,2013
foxboro,MA,light,7,2011
foxboro,MA,light,120,2007
foxboro,MA,light,120,2007
foxboro,MA,oval,15,2000
foxborough,MA,flash,2,2011
foxborough,MA,rectangle,60,2012
foxborough,MA,triangle,180,2002
framingham,MA,light,90,2002
framingham,MA,light,1200,2003
framingham,MA,light,3600,2003
framingham,MA,other,300,1998
framingham,MA,other,300,2013
framingham,MA,oval,1200,1960
framingham,MA,sphere,120,2000
framingham,MA,unknown,120,2007
franklin,MA,diamond,600,2000
franklin,MA,light,240,2004
franklin,MA,light,60,2005
franklin,MA,other,180,2001
franklin,MA,oval,2,1999
franklin,MA,sphere,25,2008
franklin,MA,triangle,8,2006
gardner,MA,circle,30,1996
gardner,MA,formation,8,2010
gardner,MA,light,1200,2013
gardner,MA,oval,45,1978
gardner,MA,sphere,420,2010
gardner,MA,triangle,120,2005
georgetown,MA,flash,3,2010
georgetown,MA,triangle,120,2009
georgetown,MA,unknown,300,2008
georgetown,MA,unknown,60,2009
gilbertville,MA,fireball,3600,2013
gill,MA,circle,13,2013
gloucester,MA,changing,300,2004
gloucester,MA,circle,45,2013
gloucester,MA,circle,240,2009
gloucester,MA,circle,1500,2013
gloucester,MA,circle,180,2013
gloucester,MA,cone,600,2006
gloucester,MA,disk,1200,2011
gloucester,MA,light,300,2000
gloucester,MA,other,300,2007
gloucester,MA,other,300,2007
gloucester,MA,oval,1800,2012
gloucester,MA,sphere,1200,2013
grafton,MA,circle,600,1974
granville,MA,circle,5,2003
great barrington,MA,light,45,2002
great barrington,MA,light,30,2009
greenfield,MA,disk,120,2013
greenfield,MA,light,2700,2012
greenfield,MA,light,30,2009
greenfield,MA,triangle,180,2005
greenfield,MA,unknown,300,2012
groton,MA,fireball,10,2013
groton,MA,light,300,2013
hadley,MA,light,180,2010
hadley,MA,oval,12,2008
hadley,MA,oval,10,2002
halifax,MA,formation,600,2004
hampden,MA,disk,180,2003
hancock,MA,sphere,10,2004
hanover,MA,circle,3600,2011
hanover,MA,cone,10,2008
hanover,MA,cylinder,8,2001
hanover,MA,light,1200,1991
hanover,MA,sphere,180,2011
hanover,MA,sphere,120,2008
hanson,MA,light,3600,2000
harvard,MA,fireball,4,2004
harvard,MA,sphere,180,1988
harvard,MA,unknown,3,1956
harwich,MA,light,180,2012
harwich,MA,light,600,2012
harwich,MA,other,900,2014
harwich,MA,triangle,15,2009
hatfield,MA,formation,7,2011
hatfield,MA,light,4,2000
haverhill,MA,chevron,2,1953
haverhill,MA,cigar,60,2013
haverhill,MA,disk,300,1962
haverhill,MA,fireball,20,2013
haverhill,MA,light,120,2009
haverhill,MA,other,300,2009
haverhill,MA,other,21600,2013
haverhill,MA,other,900,2012
haverhill,MA,triangle,30,2010
haverhill,MA,unknown,1800,2010
heath,MA,circle,120,1978
heath,MA,light,2700,2013
hingham,MA,disk,300,2014
hingham,MA,oval,30,1966
hingham,MA,triangle,120,2000
hinsdale,MA,disk,14400,2012
hinsdale,MA,disk,600,1973
hinsdale,MA,fireball,120,2011
holbrook,MA,egg,60,1955
holden,MA,light,60,1964
holden,MA,oval,3600,1999
holden,MA,rectangle,300,2003
holliston,MA,unknown,60,1971
holyoke,MA,changing,10,2009
holyoke,MA,diamond,45,2000
holyoke,MA,disk,1200,1963
holyoke,MA,disk,15,1976
holyoke,MA,formation,60,2010
holyoke,MA,light,1200,1995
holyoke,MA,oval,3,2004
holyoke,MA,oval,1500,2012
holyoke,MA,sphere,90,2003
holyoke,MA,unknown,180,2013
hopedale,MA,light,420,2013
hopkinton,MA,disk,120,2004
hopkinton,MA,fireball,600,2012
hopkinton,MA,light,360,2004
hopkinton,MA,oval,60,2007
hopkinton,MA,sphere,1800,2012
hubbardston,MA,fireball,60,2013
hudson,MA,light,2700,1965
hudson,MA,other,2700,1974
hudson,MA,oval,5,2010
hudson,MA,unknown,120,1980
hyannis,MA,diamond,7200,2007
hyannis,MA,fireball,120,2012
hyannis,MA,other,60,1994
hyannis,MA,oval,2700,2013
hyannis,MA,oval,1,2006
hyannis,MA,triangle,60,1997
indian orchard,MA,unknown,120,1970
ipswich,MA,light,300,2012
kingston,MA,disk,600,1974
kingston,MA,triangle,5,2010
lakeville,MA,circle,10,2009
lakeville,MA,disk,3600,2007
lakeville,MA,light,3,2008
lakeville,MA,light,30,2007
lakeville,MA,light,600,2011
lakeville,MA,triangle,120,2012
lancaster,MA,triangle,300,2013
lawrence,MA,light,300,2004
lawrence,MA,other,300,2011
lawrence,MA,oval,30,2010
lawrence,MA,oval,120,2005
leicester,MA,oval,900,2007
lenox,MA,disk,240,1992
lenox,MA,oval,120,2008
leominster,MA,egg,120,2011
leominster,MA,flash,1,2005
leominster,MA,light,2,2010
leominster,MA,light,120,2011
leominster,MA,oval,60,2011
leominster,MA,unknown,420,1976
lexington,MA,fireball,7200,1999
lexington,MA,triangle,25,2011
lexington,MA,unknown,30,2012
lincoln,MA,sphere,300,1998
lincoln,MA,sphere,660,2004
littleton,MA,disk,1,1998
littleton,MA,sphere,90,2003
longmeadow,MA,sphere,120,2012
longmeadow,MA,triangle,420,2013
lowell,MA,cigar,120,1978
lowell,MA,circle,90,2013
lowell,MA,circle,30,1998
lowell,MA,disk,900,2012
lowell,MA,egg,600,2008
lowell,MA,fireball,300,2010
lowell,MA,light,120,2013
lowell,MA,light,540,2011
lowell,MA,light,20,1990
lowell,MA,light,600,2013
lowell,MA,other,120,2004
lowell,MA,oval,900,2008
lowell,MA,rectangle,15,2010
lowell,MA,rectangle,30,2003
lowell,MA,rectangle,180,2013
lowell,MA,triangle,90,2012
ludlow,MA,cigar,300,1957
lunenburg,MA,fireball,240,2008
lunenburg,MA,fireball,2,1998
lunenburg,MA,light,3,1998
lunenburg,MA,sphere,10,2000
lynn,MA,cigar,15,2010
lynn,MA,circle,30,2014
lynn,MA,circle,30,2010
lynn,MA,circle,900,2007
lynn,MA,disk,21600,1963
lynn,MA,fireball,2700,2011
lynn,MA,fireball,600,2007
lynn,MA,formation,300,2013
lynn,MA,light,300,2004
lynn,MA,light,900,2010
lynn,MA,triangle,300,2013
lynn,MA,unknown,480,2010
lynnfield,MA,oval,60,2007
malden,MA,light,3,2012
malden,MA,oval,10,2007
malden,MA,sphere,1800,1966
malden,MA,triangle,60,2012
manchester,MA,fireball,5,2012
manomet,MA,disk,1,2013
manomet,MA,oval,120,2005
mansfield,MA,flash,1,2011
mansfield,MA,light,180,2010
mansfield,MA,light,60,2011
marblehead,MA,fireball,3,2002
marblehead,MA,fireball,900,2003
marblehead,MA,sphere,60,2004
marion,MA,changing,600,2004
marion,MA,light,60,2013
marlboro,MA,circle,1200,2005
marlboro,MA,fireball,600,2012
marlboro,MA,other,3600,2007
marlboro,MA,sphere,1200,2001
marlborough,MA,chevron,300,2004
marlborough,MA,cylinder,30,2008
marlborough,MA,light,3,2006
marlborough,MA,light,120,2013
marlborough,MA,sphere,300,1999
marshfield,MA,cylinder,900,2012
marshfield,MA,sphere,180,2010
marshfield,MA,unknown,600,2008
marstons mills,MA,circle,420,2013
marstons mills,MA,egg,3000,1999
marstons mills,MA,formation,1320,2013
marstons mills,MA,other,120,2003
marstons mills,MA,sphere,240,2013
marstons mills,MA,sphere,120,2013
marstons mills,MA,triangle,7200,2002
marstons mills,MA,unknown,300,2003
mashpee,MA,circle,600,2011
mashpee,MA,fireball,120,2012
mashpee,MA,sphere,30,2011
mashpee,MA,triangle,120,2007
mattapoisett,MA,light,300,2011
mattapoisett,MA,light,180,2013
maynard,MA,cylinder,120,2010
maynard,MA,sphere,10,2013
medford,MA,cylinder,5,2013
medford,MA,disk,10,2013
medford,MA,other,420,2012
medford,MA,oval,120,2014
medford,MA,oval,120,2014
medford,MA,oval,300,1965
medford,MA,sphere,600,2013
medway,MA,cylinder,1800,2004
melrose,MA,oval,120,2007
mendon,MA,light,3600,2005
mendon,MA,unknown,30,2009
merrimac,MA,triangle,40,1996
methuen,MA,changing,300,2004
methuen,MA,light,180,2013
methuen,MA,light,20,2013
methuen,MA,other,120,2002
methuen,MA,oval,3,2006
methuen,MA,oval,90,2009
methuen,MA,oval,10,1995
methuen,MA,oval,60,1995
methuen,MA,sphere,300,2013
methuen,MA,triangle,120,2005
methuen,MA,unknown,120,1988
middleboro,MA,rectangle,60,2001
middleboro,MA,sphere,900,2007
middleboro,MA,triangle,1500,2007
middleboro,MA,triangle,1200,2006
milford,MA,circle,120,2004
milford,MA,disk,15,1975
milford,MA,triangle,40,2010
milford,MA,triangle,60,2013
milford,MA,unknown,2,2003
millbury,MA,light,60,1996
millers falls,MA,unknown,120,1972
millis,MA,circle,1800,2000
millis,MA,light,120,2009
millis,MA,unknown,90,2013
milton,MA,cigar,180,2005
milton,MA,fireball,10,2010
milton,MA,triangle,90,2000
milton,MA,unknown,1,2008
monson,MA,light,14400,2002
montague,MA,light,600,2005
nantucket,MA,circle,30,2006
nantucket,MA,circle,900,2003
nantucket,MA,cylinder,30,2010
nantucket,MA,triangle,20,2003
nantucket,MA,unknown,900,2008
natick,MA,circle,120,2012
natick,MA,disk,10,1987
natick,MA,light,10,2012
natick,MA,oval,120,2001
natick,MA,sphere,480,1978
natick,MA,sphere,900,1978
natick,MA,sphere,600,1978
natick,MA,triangle,45,2012
natick,MA,triangle,15,2012
natick,MA,triangle,60,2013
natick,MA,unknown,2700,2013
natick,MA,unknown,120,2006
needham,MA,rectangle,300,2005
new bedford,MA,circle,300,2006
new bedford,MA,circle,1800,2011
new bedford,MA,circle,1680,2011
new bedford,MA,disk,1200,2011
new bedford,MA,disk,900,1981
new bedford,MA,fireball,1680,2011
new bedford,MA,fireball,600,2011
new bedford,MA,formation,480,2003
new bedford,MA,formation,360,2011
new bedford,MA,light,86400,2013
new bedford,MA,light,300,2011
new bedford,MA,light,600,2013
new bedford,MA,light,60,2012
new bedford,MA,other,600,1982
new bedford,MA,oval,240,1998
new bedford,MA,sphere,2400,2011
new bedford,MA,unknown,300,2013
new braintree,MA,circle,1800,1966
new braintree,MA,other,14,2008
newburyport,MA,light,300,2008
newburyport,MA,other,5,2009
newburyport,MA,oval,300,1999
newburyport,MA,teardrop,300,2002
newton,MA,chevron,5,2005
newton,MA,circle,10,2013
newton,MA,disk,60,2008
newton,MA,light,300,2012
newton,MA,light,180,2000
newton,MA,triangle,600,2012
norfolk,MA,cigar,60,2008
norfolk,MA,fireball,30,2011
norfolk,MA,light,2,2011
norfolk,MA,light,30,2009
norfolk,MA,other,20,1998
norfolk,MA,rectangle,3600,2013
norfolk,MA,sphere,60,2006
north adams,MA,diamond,120,1997
north adams,MA,oval,120,2012
north adams,MA,sphere,120,1978
north adams,MA,unknown,3600,2008
north andover,MA,chevron,300,2013
north andover,MA,chevron,45,2012
north andover,MA,other,3600,2006
north attleboro,MA,circle,10800,2010
north attleboro,MA,disk,1200,2007
north attleboro,MA,fireball,300,2010
north attleboro,MA,fireball,1200,2012
north attleboro,MA,other,20,2007
north attleboro,MA,oval,300,2011
north attleboro,MA,oval,120,2006
north attleboro,MA,oval,492,2010
north attleboro,MA,sphere,900,1975
north dartmouth,MA,circle,300,2012
north dartmouth,MA,light,420,2011
north dartmouth,MA,other,30,2007
north eastham,MA,fireball,5,2011
north eastham,MA,light,420,2013
north falmouth,MA,sphere,900,2012
north falmouth,MA,unknown,600,2008
north falmouth,MA,unknown,60,2012
north reading,MA,changing,120,2007
north reading,MA,unknown,120,2004
north scituate,MA,disk,60,2001
north tewksbury,MA,unknown,600,2014
northampton,MA,changing,300,2006
northampton,MA,egg,15,2007
northampton,MA,fireball,5,2000
northampton,MA,formation,60,2011
northampton,MA,light,2,2002
northampton,MA,other,6,2010
northampton,MA,other,10,1997
northampton,MA,oval,300,2013
northampton,MA,triangle,180,2013
northborough,MA,circle,15,2012
northborough,MA,disk,14400,2012
northborough,MA,light,10800,2005
northbridge,MA,sphere,60,2005
norton,MA,circle,50,2010
norton,MA,light,6,2012
norton,MA,triangle,60,2010
norton,MA,unknown,10,2009
norwell,MA,oval,300,2004
norwood,MA,light,5,2008
norwood,MA,other,300,2003
norwood,MA,triangle,120,2012
oak bluffs,MA,light,420,2011
oak bluffs,MA,oval,900,2005
onset,MA,fireball,1200,2011
onset,MA,sphere,120,2006
orange,MA,diamond,60,1983
orleans,MA,flash,14400,2012
osterville,MA,rectangle,10,1992
osterville,MA,sphere,5,1997
oxford,MA,changing,7200,2002
oxford,MA,light,600,1995
oxford,MA,triangle,20,2008
palmer,MA,light,180,2003
palmer,MA,unknown,60,2000
paxton,MA,unknown,30,2010
peabody,MA,circle,60,2006
peabody,MA,disk,10,2010
peabody,MA,fireball,2,1998
peabody,MA,light,600,2003
peabody,MA,triangle,300,2006
pembroke,MA,circle,90,2014
pembroke,MA,triangle,3000,2014
pembroke,MA,unknown,300,2000
pepperell,MA,sphere,3,2001
peru,MA,light,75,2012
pittsfield,MA,circle,600,2013
pittsfield,MA,cone,900,2013
pittsfield,MA,disk,45,1989
pittsfield,MA,light,180,2010
pittsfield,MA,light,1200,1970
pittsfield,MA,light,15,2007
pittsfield,MA,triangle,480,2013
pittsfield,MA,triangle,300,2008
pittsfield,MA,unknown,15,2007
pittsfield,MA,unknown,180,2013
plymouth,MA,changing,60,2011
plymouth,MA,cylinder,40,2002
plymouth,MA,diamond,600,1998
plymouth,MA,egg,600,2004
plymouth,MA,fireball,8,2013
plymouth,MA,fireball,20,2013
plymouth,MA,light,1800,2007
plymouth,MA,other,3600,2014
plymouth,MA,oval,2,2013
plymouth,MA,triangle,10,2010
plymouth,MA,triangle,1200,1999
plymouth,MA,triangle,120,2010
plymouth,MA,unknown,90,2008
plymouth,MA,unknown,600,2011
plymouth,MA,unknown,300,2010
provincetown,MA,circle,180,2006
provincetown,MA,circle,600,2011
provincetown,MA,cross,1200,2013
provincetown,MA,fireball,180,2013
provincetown,MA,light,300,2013
provincetown,MA,other,3600,2003
provincetown,MA,sphere,300,2011
provincetown,MA,triangle,60,2012
provincetown,MA,unknown,45,1995
quincy,MA,cylinder,5,1997
quincy,MA,fireball,10,2005
quincy,MA,light,5,2008
quincy,MA,light,45,2011
quincy,MA,light,180,2014
quincy,MA,oval,10,2006
quincy,MA,oval,1800,2014
quincy,MA,triangle,3600,2013
randolph,MA,cigar,2,2008
randolph,MA,circle,30,1995
randolph,MA,cylinder,300,2002
randolph,MA,disk,10,2006
randolph,MA,light,180,2010
randolph,MA,light,120,1995
raynham,MA,disk,30,2006
raynham,MA,disk,120,1981
raynham,MA,disk,120,1981
raynham,MA,light,120,2005
raynham,MA,other,120,2004
raynham,MA,sphere,120,2012
rehoboth,MA,light,5,2007
revere,MA,changing,7200,2001
revere,MA,circle,2,2008
revere,MA,disk,900,2000
revere,MA,formation,30,2014
revere,MA,light,5,2012
revere,MA,light,600,2010
revere,MA,light,3600,1987
revere,MA,oval,6,2013
revere,MA,sphere,180,2012
revere,MA,sphere,90,2002
rochdale,MA,sphere,900,1999
rockport,MA,circle,300,2012
rockport,MA,circle,120,2013
rockport,MA,circle,3600,2009
rockport,MA,light,900,2012
rockport,MA,oval,1500,2000
rockport,MA,rectangle,60,2005
rockport,MA,unknown,60,2010
roslindale,MA,changing,30,2000
roslindale,MA,light,180,1999
roslindale,MA,oval,5,2008
roslindale,MA,oval,60,2003
rowley,MA,disk,900,2013
roxbury,MA,sphere,40,2009
rutland,MA,cigar,300,1965
rutland,MA,circle,172800,2010
rutland,MA,circle,600,2013
rutland,MA,fireball,3,2005
rutland,MA,oval,240,2014
salem,MA,changing,10800,1998
salem,MA,chevron,600,2013
salem,MA,cigar,300,1974
salem,MA,light,5,2003
salem,MA,light,780,2013
salisbury,MA,circle,80,2013
sandwich,MA,circle,300,2010
sandwich,MA,fireball,60,2012
sandwich,MA,oval,180,2003
sandwich,MA,triangle,300,1978
saugus,MA,circle,300,1960
saugus,MA,diamond,300,2011
saugus,MA,disk,30,2003
saugus,MA,sphere,180,2001
scituate,MA,light,2700,2012
scituate,MA,light,2100,2002
scituate,MA,unknown,180,2004
seekonk,MA,formation,300,2006
seekonk,MA,light,180,2003
seekonk,MA,other,10,2003
seekonk,MA,rectangle,600,2010
seekonk,MA,unknown,45,2004
sharon,MA,triangle,30,2010
shelburne falls,MA,circle,7,2011
shirley,MA,fireball,120,2014
shrewsbury,MA,circle,4,2012
shrewsbury,MA,light,5,2004
shrewsbury,MA,light,300,2013
shrewsbury,MA,light,1800,2009
shrewsbury,MA,other,180,1999
shrewsbury,MA,rectangle,120,1968
shutesbury,MA,sphere,30,2009
somerset,MA,circle,180,2012
somerset,MA,light,300,2012
somerset,MA,sphere,120,2010
somerset,MA,unknown,5,2002
somerville,MA,circle,10800,2013
somerville,MA,disk,180,2013
somerville,MA,oval,300,2012
somerville,MA,sphere,40,2013
south attleboro,MA,disk,7,1997
south attleboro,MA,triangle,60,2004
south dennis,MA,light,65,2010
south dennis,MA,other,300,2009
south dennis,MA,triangle,120,2013
south dennis,MA,unknown,480,2006
south dennis,MA,unknown,1200,2014
south easton,MA,changing,180,2009
south egremont,MA,changing,2700,2001
south hadley,MA,light,360,2013
south yarmouth,MA,circle,7200,1986
south yarmouth,MA,circle,120,2009
south yarmouth,MA,cone,60,2012
south yarmouth,MA,fireball,120,2013
south yarmouth,MA,light,360,1994
south yarmouth,MA,light,60,1965
south yarmouth,MA,sphere,120,2006
southampton,MA,unknown,7200,2014
southborough,MA,triangle,30,2008
southbridge,MA,disk,120,2007
southbridge,MA,light,20,2011
southbridge,MA,light,1200,1987
southbridge,MA,light,60,2013
southbridge,MA,other,10,2004
southbridge,MA,triangle,420,2010
southbridge,MA,unknown,9900,1990
southwick,MA,disk,600,2002
southwick,MA,disk,600,2006
southwick,MA,light,1200,2014
southwick,MA,triangle,60,2006
spencer,MA,light,20,2002
spencer,MA,rectangle,15,2014
springfield,MA,changing,300,2013
springfield,MA,chevron,240,1997
springfield,MA,cigar,10,2010
springfield,MA,cigar,1800,2012
springfield,MA,circle,40,1996
springfield,MA,circle,1200,2013
springfield,MA,circle,300,2014
springfield,MA,cylinder,600,2011
springfield,MA,disk,300,1968
springfield,MA,fireball,40,2002
springfield,MA,fireball,12,2004
springfield,MA,flash,300,2013
springfield,MA,flash,120,2012
springfield,MA,formation,120,2003
springfield,MA,formation,120,2008
springfield,MA,formation,10,1999
springfield,MA,light,2,2009
springfield,MA,light,30,2010
springfield,MA,light,240,2013
springfield,MA,light,180,1999
springfield,MA,light,2,2010
springfield,MA,light,300,2013
springfield,MA,other,900,2014
springfield,MA,other,600,1966
springfield,MA,oval,30,2012
springfield,MA,rectangle,420,2012
springfield,MA,triangle,300,2010
springfield,MA,triangle,180,2007
springfield,MA,triangle,1200,1994
springfield,MA,unknown,3600,2012
springfield,MA,unknown,1395,2013
springfield,MA,unknown,180,2001
sterling,MA,unknown,14400,1990
still river,MA,light,480,2006
stockbridge,MA,circle,30,2010
stockbridge,MA,light,900,2009
stoneham,MA,cylinder,30,2008
stoughton,MA,changing,2700,2005
stoughton,MA,circle,18,2003
stoughton,MA,fireball,60,2014
stoughton,MA,other,60,1978
stow,MA,oval,1200,2013
sturbridge,MA,changing,600,2002
sturbridge,MA,cylinder,900,2007
sturbridge,MA,light,600,2012
sturbridge,MA,triangle,7200,2004
sturbridge,MA,unknown,2700,2006
sudbury,MA,chevron,60,2013
sudbury,MA,sphere,900,2008
sudbury,MA,triangle,180,2009
sudbury,MA,unknown,900,2001
sunderland,MA,oval,120,2006
sutton,MA,oval,1800,2006
swampscott,MA,light,5,2013
swansea,MA,light,2400,2013
taunton,MA,circle,10,1994
taunton,MA,disk,300,2005
taunton,MA,disk,10,2000
taunton,MA,fireball,900,1976
taunton,MA,fireball,120,2013
taunton,MA,fireball,60,2012
taunton,MA,other,30,1994
taunton,MA,other,60,2002
taunton,MA,oval,180,2014
