Location.City,Location.State,Data.Shape,Data.Encounter duration,Dates.Sighted.Year
anchor point,AK,disk,300,2005
anchorage,AK,changing,21600,2000
anchorage,AK,changing,600,2006
anchorage,AK,cigar,15,2014
anchorage,AK,circle,300,2011
anchorage,AK,circle,4,1972
anchorage,AK,circle,7200,2006
anchorage,AK,circle,900,2013
anchorage,AK,circle,10,1998
anchorage,AK,circle,10,2013
anchorage,AK,circle,10,2004
anchorage,AK,circle,1800,2003
anchorage,AK,circle,60,2010
anchorage,AK,circle,300,2013
anchorage,AK,cylinder,30,2012
anchorage,AK,cylinder,900,2014
anchorage,AK,cylinder,900,1997
anchorage,AK,disk,2700,2008
anchorage,AK,disk,2700,2008
anchorage,AK,disk,2700,2006
anchorage,AK,disk,1800,2006
anchorage,AK,disk,3,1986
anchorage,AK,disk,180,1949
anchorage,AK,disk,900,2009
anchorage,AK,disk,90,1999
anchorage,AK,disk,300,2012
anchorage,AK,disk,60,2006
anchorage,AK,egg,900,2001
anchorage,AK,fireball,2,2013
anchorage,AK,fireball,10,2012
anchorage,AK,flash,2,2013
anchorage,AK,flash,300,2014
anchorage,AK,flash,60,2014
anchorage,AK,formation,420,2012
anchorage,AK,formation,1200,2009
anchorage,AK,light,60,2010
anchorage,AK,light,90,2012
anchorage,AK,light,5400,2012
anchorage,AK,light,28800,2000
anchorage,AK,light,600,2014
anchorage,AK,light,300,2013
anchorage,AK,light,300,2010
anchorage,AK,light,300,2012
anchorage,AK,light,300,2005
anchorage,AK,light,300,2012
anchorage,AK,light,3,2006
anchorage,AK,light,180,2013
anchorage,AK,light,180,1987
anchorage,AK,light,180,2013
anchorage,AK,light,180,2014
anchorage,AK,light,1200,2012
anchorage,AK,light,20,2003
anchorage,AK,light,2,2006
anchorage,AK,light,2,2011
anchorage,AK,light,15,2003
anchorage,AK,light,900,1995
anchorage,AK,light,900,2004
anchorage,AK,light,780,2005
anchorage,AK,light,900,2012
anchorage,AK,light,600,2003
anchorage,AK,light,60,2012
anchorage,AK,light,3600,2012
anchorage,AK,other,300,2012
anchorage,AK,other,30,2003
anchorage,AK,other,7200,2005
anchorage,AK,oval,4,2014
anchorage,AK,oval,180,2013
anchorage,AK,oval,120,2005
anchorage,AK,oval,900,1998
anchorage,AK,sphere,300,2003
anchorage,AK,sphere,300,2012
anchorage,AK,sphere,120,2012
anchorage,AK,sphere,20,2004
anchorage,AK,teardrop,180,2008
anchorage,AK,triangle,5,2007
anchorage,AK,triangle,1800,2012
anchorage,AK,triangle,120,2012
anchorage,AK,triangle,900,2010
anchorage,AK,triangle,600,2002
anchorage,AK,unknown,300,2013
anchorage,AK,unknown,30,2013
anchorage,AK,unknown,600,2012
anchorage,AK,unknown,60,2002
angoon,AK,sphere,600,2013
auke bay,AK,light,2400,1998
auke bay,AK,light,37800,1998
bethel,AK,circle,30,2012
bethel,AK,circle,120,2013
bethel,AK,disk,90,2009
bethel,AK,light,600,2012
bethel,AK,other,900,2009
bethel,AK,other,120,2002
bethel,AK,triangle,120,1996
bethel,AK,triangle,780,2014
big lake,AK,light,180,1998
butte,AK,light,240,2014
chugiak,AK,light,60,2014
chugiak,AK,rectangle,120,1973
clam gulch,AK,sphere,1200,2014
cold bay,AK,fireball,120,1995
cordova,AK,disk,18000,1974
cordova,AK,sphere,600,2001
council,AK,oval,15,2003
delta junction,AK,cigar,900,1966
delta junction,AK,triangle,120,2013
eagle river,AK,fireball,600,2012
eagle river,AK,light,60,2000
eagle river,AK,light,120,2012
eagle river,AK,light,1200,2008
eagle river,AK,other,10,2001
eagle river,AK,other,360,2013
eagle river,AK,oval,900,1998
eklutna,AK,cigar,180,1936
ester,AK,flash,1500,2005
fairbanks,AK,cigar,30,1969
fairbanks,AK,cigar,180,1993
fairbanks,AK,circle,300,2011
fairbanks,AK,circle,5400,2003
fairbanks,AK,circle,600,2001
fairbanks,AK,circle,600,2013
fairbanks,AK,circle,120,2013
fairbanks,AK,diamond,180,2013
fairbanks,AK,diamond,60,2013
fairbanks,AK,disk,300,2003
fairbanks,AK,disk,300,2013
fairbanks,AK,disk,120,1949
fairbanks,AK,fireball,300,2002
fairbanks,AK,fireball,240,2006
fairbanks,AK,fireball,180,2013
fairbanks,AK,fireball,120,2013
fairbanks,AK,formation,300,1998
fairbanks,AK,formation,240,1969
fairbanks,AK,light,420,2013
fairbanks,AK,light,600,2012
fairbanks,AK,light,600,2013
fairbanks,AK,light,4,2009
fairbanks,AK,light,1200,2004
fairbanks,AK,light,120,2013
fairbanks,AK,light,15,2005
fairbanks,AK,light,900,2012
fairbanks,AK,light,600,2009
fairbanks,AK,light,180,2012
fairbanks,AK,other,2700,2005
fairbanks,AK,other,2700,2005
fairbanks,AK,other,1800,2001
fairbanks,AK,oval,604800,2009
fairbanks,AK,oval,30,2000
fairbanks,AK,oval,3,1998
fairbanks,AK,oval,10800,2004
fairbanks,AK,oval,120,2012
fairbanks,AK,sphere,120,1999
fairbanks,AK,sphere,10,2006
fairbanks,AK,sphere,3600,2011
fairbanks,AK,unknown,2,2008
fairbanks,AK,unknown,1800,2004
fairbanks,AK,unknown,14,2013
fairbanks,AK,unknown,1200,2011
fairbanks,AK,unknown,120,2008
fairbanks,AK,unknown,120,2012
fairbanks,AK,unknown,1140,1954
girdwood,AK,sphere,120,1986
glennallen,AK,rectangle,1500,1980
glennallen,AK,unknown,3600,1989
glennallen,AK,unknown,12600,2005
haines,AK,diamond,1800,2012
healy,AK,light,3600,2009
homer,AK,fireball,5,2007
homer,AK,fireball,300,2012
homer,AK,flash,1200,2012
homer,AK,light,1800,2012
homer,AK,light,1800,2012
homer,AK,other,5,2000
homer,AK,oval,40,2009
hooper bay,AK,unknown,300,2011
juneau,AK,circle,7200,1985
juneau,AK,disk,15,2005
juneau,AK,fireball,60,2010
juneau,AK,light,7200,1997
juneau,AK,light,600,2011
juneau,AK,other,900,1968
juneau,AK,other,900,1968
juneau,AK,sphere,900,1982
juneau,AK,triangle,10,2009
juneau,AK,triangle,60,1998
kaktovik,AK,light,1800,2009
kenai,AK,cigar,600,1997
kenai,AK,cone,40,2000
kenai,AK,flash,30,2003
kenai,AK,light,5,1987
kenai,AK,light,300,1969
kenai,AK,light,7200,2014
kenai,AK,light,900,2004
kenai,AK,oval,60,2014
ketchikan,AK,circle,7,1999
ketchikan,AK,fireball,120,2014
ketchikan,AK,light,4,2004
ketchikan,AK,light,7200,2012
ketchikan,AK,light,960,2013
ketchikan,AK,light,20,2012
ketchikan,AK,rectangle,180,1978
kodiak,AK,light,600,2008
kodiak,AK,light,180,1998
kodiak,AK,other,300,2013
kodiak,AK,sphere,60,2014
kodiak,AK,triangle,180,2013
kotzebue,AK,disk,10,2002
nenana,AK,fireball,1,2001
nenana,AK,light,1200,1999
nenana,AK,oval,900,1962
newhalen,AK,light,7200,2001
nikiski,AK,light,600,2014
nikiski,AK,other,8,1999
nikiski,AK,triangle,900,2005
ninilchik,AK,circle,600,2014
ninilchik,AK,light,7200,2011
north pole,AK,fireball,45,1999
north pole,AK,flash,5,2013
north pole,AK,flash,3,2013
north pole,AK,formation,10800,2007
north pole,AK,light,15,2012
north pole,AK,light,60,2013
north pole,AK,other,30,2002
north pole,AK,other,20,2006
north pole,AK,oval,2,2006
north pole,AK,sphere,90,1998
north pole,AK,sphere,3600,2000
north pole,AK,sphere,1200,1999
north pole,AK,sphere,600,1998
north pole,AK,triangle,480,2011
north pole,AK,triangle,1200,2011
north pole,AK,unknown,600,2000
north pole,AK,unknown,10,1997
north pole,AK,unknown,4800,1988
nulato,AK,light,2700,1975
nunapitchuk,AK,fireball,180,2008
palmer,AK,circle,900,2013
palmer,AK,circle,60,2013
palmer,AK,cylinder,1200,2013
palmer,AK,fireball,1200,2013
palmer,AK,flash,120,1999
palmer,AK,light,300,2014
palmer,AK,light,1200,2001
palmer,AK,light,60,2013
palmer,AK,sphere,40,2012
palmer,AK,sphere,600,2010
petersburg,AK,triangle,480,2001
savoonga,AK,disk,20,2000
savoonga,AK,light,120,2012
savoonga,AK,light,15,2011
seward,AK,disk,5,1985
seward,AK,light,300,2011
seward,AK,light,30,1996
seward,AK,light,180,1999
seward,AK,light,180,1999
seward,AK,triangle,43200,2001
sitka,AK,light,120,1990
soldotna,AK,flash,600,2012
soldotna,AK,light,1,2013
soldotna,AK,sphere,7200,1976
sterling,AK,light,1200,1984
sutton,AK,changing,420,1990
teller,AK,disk,1800,1987
teller,AK,oval,900,1986
valdez,AK,disk,1020,1969
venetie,AK,circle,300,2009
wainwright,AK,light,90,2002
ward cove,AK,diamond,22,2014
wasilla,AK,changing,3600,2014
wasilla,AK,circle,300,2011
wasilla,AK,circle,300,2013
wasilla,AK,disk,300,2013
wasilla,AK,disk,180,1988
wasilla,AK,disk,120,2013
wasilla,AK,fireball,10,2013
wasilla,AK,flash,30,1999
wasilla,AK,light,10,2005
wasilla,AK,light,600,1995
wasilla,AK,oval,60,2006
wasilla,AK,sphere,300,2012
wasilla,AK,sphere,1800,2011
wasilla,AK,sphere,1800,2011
wasilla,AK,sphere,120,2010
wasilla,AK,triangle,2,2011
wasilla,AK,triangle,300,2013
wasilla,AK,triangle,180,1997
wasilla,AK,triangle,240,2005
wasilla,AK,triangle,900,2009
wasilla,AK,triangle,900,2014
wasilla,AK,triangle,60,2014
willow,AK,circle,2,2007
willow,AK,fireball,300,2012
willow,AK,formation,420,2010
willow,AK,sphere,660,2010
wrangell,AK,light,1500,2001
wrangell,AK,light,600,2001
yakutat,AK,changing,1200,2003
adamsville,AL,sphere,180,2012
adamsville,AL,sphere,120,2008
addison,AL,disk,300,2008
alabaster,AL,cigar,5,2012
alabaster,AL,circle,1800,2010
alabaster,AL,egg,60,2000
alabaster,AL,fireball,180,2013
alabaster,AL,fireball,900,1999
alabaster,AL,fireball,10,2013
anniston,AL,circle,5,2008
anniston,AL,fireball,300,2011
anniston,AL,light,180,2012
anniston,AL,light,7200,2007
anniston,AL,light,1200,2008
anniston,AL,oval,600,2010
anniston,AL,unknown,7200,2009
arab,AL,light,2700,1999
arab,AL,sphere,2700,1998
ardmore,AL,light,900,2011
ardmore,AL,oval,300,2003
ardmore,AL,unknown,180,2010
arley,AL,fireball,8,2011
arley,AL,sphere,15,2011
athens,AL,cylinder,120,2003
athens,AL,disk,10,1998
athens,AL,fireball,1800,2012
athens,AL,flash,300,2013
athens,AL,light,10,2008
athens,AL,triangle,120,2006
athens,AL,triangle,120,2007
athens,AL,triangle,15,2003
atmore,AL,light,600,1999
atmore,AL,other,1200,2006
attalla,AL,light,30,2012
auburn,AL,circle,12,2008
auburn,AL,egg,5,2003
auburn,AL,light,60,2009
auburn,AL,light,5,2007
auburn,AL,other,600,2007
auburn,AL,oval,3600,2005
auburn,AL,unknown,300,1985
baldwin county,AL,light,120,2011
bay minette,AL,circle,420,2012
bay minette,AL,light,90,2008
bear creek,AL,circle,4,2009
bear creek,AL,fireball,600,2001
belgreen,AL,formation,1800,2014
bessemer,AL,disk,60,2002
bessemer,AL,teardrop,1200,2010
bessemer,AL,unknown,73800,1987
birmingham,AL,changing,1800,2000
birmingham,AL,chevron,5,2007
birmingham,AL,chevron,15,2004
birmingham,AL,cigar,360,2008
birmingham,AL,circle,60,2006
birmingham,AL,circle,45,2004
birmingham,AL,circle,15,2011
birmingham,AL,circle,10,2006
birmingham,AL,cross,1800,2012
birmingham,AL,cylinder,20,2007
birmingham,AL,disk,420,2003
birmingham,AL,disk,300,1976
birmingham,AL,disk,180,1975
birmingham,AL,disk,180,2007
birmingham,AL,disk,60,2007
birmingham,AL,egg,180,2012
birmingham,AL,fireball,30,2006
birmingham,AL,fireball,15,2006
birmingham,AL,fireball,60,2013
birmingham,AL,flash,4,1999
birmingham,AL,formation,40,2014
birmingham,AL,formation,60,2014
birmingham,AL,light,3600,2012
birmingham,AL,light,12,2006
birmingham,AL,light,600,2014
birmingham,AL,light,2400,2003
birmingham,AL,light,2400,2009
birmingham,AL,light,15,2006
birmingham,AL,light,900,2012
birmingham,AL,light,300,2013
birmingham,AL,other,2,2007
birmingham,AL,other,900,2009
birmingham,AL,oval,300,1967
birmingham,AL,oval,540,2012
birmingham,AL,oval,3600,1978
birmingham,AL,rectangle,60,2003
birmingham,AL,sphere,5,1999
birmingham,AL,sphere,45,2006
birmingham,AL,sphere,180,2012
birmingham,AL,sphere,120,2006
birmingham,AL,sphere,600,1999
birmingham,AL,teardrop,7200,2006
birmingham,AL,triangle,240,2010
birmingham,AL,triangle,180,1980
birmingham,AL,triangle,120,2005
birmingham,AL,triangle,120,2009
birmingham,AL,triangle,20,2008
birmingham,AL,unknown,420,2007
birmingham,AL,unknown,240,2008
birmingham,AL,unknown,30,2012
birmingham,AL,unknown,3,1951
blountsville,AL,triangle,60,2013
boaz,AL,circle,300,2003
boaz,AL,other,600,2014
boaz,AL,oval,300,2006
borden springs,AL,cigar,120,2008
bradford,AL,sphere,20,1956
brantley,AL,triangle,120,2010
bremen,AL,fireball,15,2006
brent,AL,unknown,600,2014
brewton,AL,flash,2700,2013
bridgeport,AL,disk,30,1973
brookside,AL,cigar,120,2013
calera,AL,circle,240,2014
carbon hill,AL,triangle,240,1978
cedar bluff,AL,circle,240,2012
centre,AL,cylinder,900,2012
chalybeate springs,AL,unknown,300,2004
chelsea,AL,fireball,8,2013
chelsea,AL,oval,600,2011
chelsea,AL,triangle,1800,2008
cherokee,AL,light,1200,1971
chickasaw,AL,other,300,2003
citronelle,AL,sphere,30,2008
citronelle,AL,triangle,120,2012
citronelle,AL,unknown,900,2010
clanton,AL,light,300,2004
colbert heights,AL,disk,300,1973
coldwater,AL,triangle,360,1972
collinsville,AL,triangle,900,1975
collinsville,AL,triangle,600,1987
columbia,AL,other,90,1985
columbus city,AL,cylinder,3,1994
cordova,AL,disk,1200,1967
cordova,AL,unknown,300,2000
crossville,AL,triangle,300,2003
cullman,AL,diamond,180,2013
cullman,AL,diamond,600,2003
cullman,AL,fireball,180,2005
cullman,AL,light,3600,2000
cullman,AL,oval,300,2003
cullman,AL,oval,300,2003
cullman,AL,oval,300,2003
cullman,AL,sphere,600,2010
cullman,AL,triangle,540,2005
cusseta,AL,light,900,2006
dadeville,AL,circle,30,2005
daphne,AL,chevron,45,2010
daphne,AL,circle,120,2000
daphne,AL,light,23,2013
daphne,AL,triangle,30,1995
daphne,AL,unknown,1800,2008
daphne,AL,unknown,3600,2013
dauphin island,AL,formation,10,2014
dauphin island,AL,light,600,2014
dauphin island,AL,sphere,2400,2012
deatsville,AL,light,3600,2009
decatur,AL,changing,600,1998
decatur,AL,circle,900,1973
decatur,AL,diamond,2,2014
decatur,AL,light,180,1967
decatur,AL,other,120,1998
dothan,AL,circle,10,2013
dothan,AL,diamond,300,2008
dothan,AL,diamond,240,2009
dothan,AL,fireball,120,2014
dothan,AL,flash,1200,2009
dothan,AL,light,60,2007
dothan,AL,light,30,2004
dothan,AL,light,900,2003
dothan,AL,light,600,2011
dothan,AL,other,600,2008
dothan,AL,triangle,15,2009
dothan,AL,unknown,3600,2004
double springs,AL,sphere,3600,2011
dutton,AL,changing,600,2008
eastaboga,AL,other,30,2007
elba,AL,light,3600,2003
elberta,AL,light,5,2002
eldridge,AL,diamond,0.5,2008
elkmont,AL,formation,120,2013
elmore,AL,triangle,600,2007
enterprise,AL,chevron,3,2002
enterprise,AL,light,240,2003
enterprise,AL,light,10,2005
enterprise,AL,other,120,1975
enterprise,AL,triangle,900,1998
eufaula,AL,light,420,2012
eufaula,AL,light,25,2011
eufaula,AL,light,600,2010
fairhope,AL,circle,60,1997
fairhope,AL,cross,7200,2014
fairhope,AL,disk,10,2013
fairhope,AL,other,30,1997
fairview,AL,sphere,5,2008
flomaton,AL,circle,600,2013
florence,AL,disk,60,1964
florence,AL,light,5,2012
florence,AL,light,180,2006
florence,AL,light,1200,2010
florence,AL,sphere,60,2013
florence,AL,teardrop,10,2008
florence,AL,triangle,4,2003
foley,AL,cylinder,30,2010
foley,AL,diamond,300,2013
foley,AL,light,240,2012
foley,AL,light,1800,2013
foley,AL,other,20,2001
foley,AL,sphere,120,2004
foley,AL,unknown,1800,2006
fort morgan,AL,light,300,2013
fort morgan,AL,light,600,2007
fort morgan,AL,light,600,2007
fort morgan,AL,oval,5,2000
fort payne,AL,oval,1200,2011
fort payne,AL,triangle,1800,2005
fort. deposit,AL,triangle,240,2000
frankfort,AL,chevron,15,2010
franklin county,AL,chevron,120,2009
fredonia,AL,unknown,120,1971
fyffe,AL,oval,900,2001
fyffe,AL,rectangle,180,1999
fyffe,AL,unknown,300,2014
gadsden,AL,cigar,720,2004
gadsden,AL,cylinder,600,2014
gadsden,AL,disk,30,1976
gadsden,AL,light,4,2010
gadsden,AL,other,60,1968
gadsden,AL,sphere,900,2010
gadsden,AL,sphere,45,1965
gadsden,AL,sphere,600,1978
gardendale,AL,disk,6,1968
gardendale,AL,disk,30,2008
gardendale,AL,light,90,2012
gardendale,AL,other,7200,2007
gardendale,AL,other,300,1999
gardendale,AL,sphere,1200,2008
gardendale,AL,sphere,14400,2013
gaylesville,AL,rectangle,5,2004
gaylesville,AL,unknown,600,1999
gordo,AL,fireball,30,2012
gordo,AL,light,120,2012
grand bay,AL,circle,180,2012
grand bay,AL,circle,30,2014
grand bay,AL,fireball,5,2007
grand bay,AL,light,3600,2012
grant,AL,teardrop,900,2010
greenville,AL,triangle,20,2012
grove hill,AL,triangle,5,2005
gulf  shores,AL,unknown,300,2006
gulf shores,AL,changing,2040,2007
gulf shores,AL,circle,300,2013
gulf shores,AL,circle,3600,2008
gulf shores,AL,circle,3600,1997
gulf shores,AL,disk,1800,2007
gulf shores,AL,flash,180,1998
gulf shores,AL,light,300,2013
gulf shores,AL,light,1800,2005
gulf shores,AL,light,900,2007
gulf shores,AL,sphere,20,2013
gulf shores,AL,triangle,300,2013
gulf shores,AL,triangle,300,2004
guntersville,AL,formation,600,2013
guntersville,AL,light,900,2001
guntersville,AL,other,300,2002
guntersville,AL,oval,120,1997
guntersville,AL,triangle,10,1980
gurley,AL,circle,2,2013
gurley,AL,circle,7200,2005
gurley,AL,diamond,480,2011
haleyville,AL,triangle,720,2008
hamilton,AL,diamond,300,2011
hamilton,AL,fireball,300,2013
hamilton,AL,light,180,2011
hanceville,AL,oval,600,2004
hanceville,AL,triangle,10,2005
hartselle,AL,fireball,10,2004
hartselle,AL,fireball,120,2012
harvest,AL,fireball,4,2013
harvest,AL,unknown,180,2011
hayden,AL,unknown,300,2013
hayneville,AL,light,1080,2003
hazel green,AL,light,900,2014
hazel green,AL,light,3600,2005
hazel green,AL,triangle,300,2002
headland,AL,flash,2,2014
headland,AL,light,7200,2005
headland,AL,unknown,900,2004
heflin,AL,circle,300,2005
heflin,AL,sphere,1800,2005
heflin,AL,triangle,2,2006
helena,AL,chevron,20,2004
helena,AL,fireball,10,2001
helena,AL,formation,12,2013
helena,AL,unknown,120,2005
hillsboro,AL,other,600,2003
hokes bluff,AL,circle,600,2014
holly pond,AL,oval,9,2003
homewood,AL,egg,8,2000
homewood,AL,light,3,2012
hoover,AL,circle,720,2013
hoover,AL,disk,1200,2013
hoover,AL,flash,3,2012
hoover,AL,light,480,2012
hoover,AL,light,300,2002
hoover,AL,other,240,2006
hoover,AL,other,120,2011
hoover,AL,other,900,2005
hoover,AL,triangle,20,2001
hoover,AL,triangle,120,2007
hoover,AL,unknown,120,2014
hueytown,AL,other,120,2003
hueytown,AL,oval,600,1968
hueytown,AL,sphere,1800,2005
huntsville,AL,changing,240,2013
huntsville,AL,cigar,900,1999
huntsville,AL,circle,300,2005
huntsville,AL,circle,240,2000
huntsville,AL,circle,4500,2011
huntsville,AL,circle,10,2005
huntsville,AL,cross,1800,2014
huntsville,AL,disk,1,2000
huntsville,AL,disk,480,2014
huntsville,AL,disk,900,2003
huntsville,AL,fireball,300,2013
huntsville,AL,fireball,2,2006
huntsville,AL,flash,90,1999
huntsville,AL,light,30,1999
huntsville,AL,light,600,1998
huntsville,AL,light,2,2007
huntsville,AL,light,120,2013
huntsville,AL,light,120,2014
huntsville,AL,light,120,2013
huntsville,AL,light,7200,2007
huntsville,AL,light,15,2006
huntsville,AL,light,15,2004
huntsville,AL,light,900,1998
huntsville,AL,light,600,2012
huntsville,AL,light,180,2013
huntsville,AL,other,2700,1988
huntsville,AL,other,240,2009
huntsville,AL,other,7200,2010
huntsville,AL,other,15,2010
huntsville,AL,other,600,2014
huntsville,AL,oval,30,1999
huntsville,AL,oval,2,2005
huntsville,AL,oval,60,2006
huntsville,AL,sphere,5,2012
huntsville,AL,sphere,30,2013
huntsville,AL,sphere,30,2013
huntsville,AL,triangle,1200,2004
huntsville,AL,triangle,240,1961
huntsville,AL,triangle,420,2007
huntsville,AL,triangle,5,2011
huntsville,AL,triangle,120,2014
huntsville,AL,triangle,15,2005
huntsville,AL,triangle,600,1998
huntsville,AL,unknown,45,2006
huntsville,AL,unknown,120,1972
indian springs,AL,oval,3600,1988
irondale,AL,light,30,2012
irvington,AL,circle,600,2011
irvington,AL,light,5,2001
irvington,AL,light,300,2002
jackson,AL,triangle,30,2007
jacksonville,AL,circle,180,2013
jacksonville,AL,circle,15,2002
jacksonville,AL,diamond,45,2007
jacksonville,AL,light,120,2011
jasper,AL,cigar,600,2009
jasper,AL,fireball,120,2003
jasper,AL,fireball,15,2012
jasper,AL,oval,120,2003
kellyton,AL,cylinder,240,2013
kimberly,AL,unknown,300,2000
lanett,AL,circle,1800,2008
lanett,AL,light,10,1985
lawley,AL,egg,960,2006
leeds,AL,light,6,2004
leesburg,AL,light,120,1992
leighton,AL,fireball,2,2008
lincoln,AL,unknown,10,2011
livingston,AL,cigar,120,2008
locust fork,AL,light,180,1968
lynn,AL,triangle,900,2000
madison,AL,circle,540,2007
madison,AL,circle,300,2013
madison,AL,circle,20,2001
madison,AL,cylinder,300,2013
madison,AL,disk,300,2007
madison,AL,disk,3600,1973
madison,AL,egg,10,2013
madison,AL,egg,10,2013
madison,AL,flash,300,2001
madison,AL,formation,3600,2006
madison,AL,light,5,2002
madison,AL,light,180,2012
madison,AL,light,10800,2007
madison,AL,light,180,2012
madison,AL,light,7200,2007
madison,AL,light,3600,2011
madison,AL,other,300,2009
madison,AL,triangle,120,2010
madison,AL,triangle,720,2007
madison,AL,triangle,60,2014
madison,AL,unknown,5,2006
marion,AL,formation,60,1949
marion county,AL,other,60,2002
maylene,AL,fireball,180,2011
maylene,AL,light,15,2002
mccalla,AL,changing,3600,2009
mccalla,AL,other,600,2013
mckenzie,AL,triangle,600,2010
mentone,AL,egg,10,1966
millbrook,AL,changing,7200,2005
millbrook,AL,egg,10,2011
millbrook,AL,oval,2,2007
mobile,AL,chevron,300,2002
mobile,AL,chevron,15,2003
mobile,AL,fireball,5,2007
mobile,AL,fireball,2,2007
mobile,AL,flash,5,2005
mobile,AL,flash,300,2011
mobile,AL,light,60,1998
mobile,AL,light,1800,2005
mobile,AL,light,20,1999
mobile,AL,light,60,2013
mobile,AL,other,120,2013
mobile,AL,other,60,2014
mobile,AL,oval,2700,2013
mobile,AL,oval,600,1997
mobile,AL,rectangle,300,1979
mobile,AL,sphere,300,1984
mobile,AL,triangle,60,2003
mobile,AL,triangle,300,2011
mobile,AL,triangle,30,2002
mobile,AL,triangle,60,2003
mobile,AL,triangle,60,2000
monroeville,AL,cylinder,15,1972
monrovia,AL,unknown,120,2011
montevallo,AL,flash,30,2014
montevallo,AL,triangle,120,2009
montgomery,AL,changing,600,2005
montgomery,AL,circle,300,2012
montgomery,AL,disk,30,1980
montgomery,AL,disk,7200,2006
montgomery,AL,fireball,2,1984
montgomery,AL,flash,600,2012
montgomery,AL,light,300,2004
montgomery,AL,light,180,1999
montgomery,AL,light,900,1973
montgomery,AL,rectangle,300,1994
montgomery,AL,rectangle,10,2005
montgomery,AL,sphere,1200,1999
montgomery,AL,triangle,300,2000
montgomery,AL,triangle,30,2005
montgomery,AL,triangle,10800,1994
montgomery,AL,triangle,120,1994
montgomery,AL,triangle,600,1994
montgomery,AL,unknown,60,2010
montgomery,AL,unknown,240,2008
montgomery,AL,unknown,5400,2006
morris,AL,diamond,7200,2003
morris,AL,other,40,1995
moulton,AL,light,180,2006
moundville,AL,changing,2700,2003
moundville,AL,changing,240,2012
moundville,AL,egg,109800,2003
moundville,AL,sphere,900,2012
moundville,AL,triangle,600,2013
mount olive,AL,disk,1800,2005
mountain brook,AL,light,120,2014
mountain brook,AL,light,720,2014
mountainboro,AL,fireball,20,1980
muscle shoals,AL,cylinder,120,2014
new hope,AL,changing,600,2013
new hope,AL,triangle,300,1993
new market,AL,triangle,60,1967
nixburg,AL,sphere,300,2013
north mobile county,AL,cigar,10,2009
northport,AL,light,45,1999
oneonta,AL,circle,5,2012
oneonta,AL,circle,10,1974
oneonta,AL,triangle,120,2012
opelika,AL,flash,2,2013
opp,AL,circle,7200,2006
opp,AL,circle,5,1994
opp,AL,light,5,2012
opp,AL,triangle,900,2003
orange beach,AL,circle,240,2011
orange beach,AL,circle,30,2004
orange beach,AL,formation,120,2014
orange beach,AL,light,300,2007
orange beach,AL,light,900,2004
orange beach,AL,light,3600,2005
orange beach,AL,sphere,1800,2004
oxford,AL,circle,300,2010
oxford,AL,cylinder,60,2003
oxford,AL,fireball,120,2012
ozark,AL,light,15,2000
ozark,AL,other,30,2009
ozark,AL,unknown,300,2007
pelham,AL,light,600,2013
pell city,AL,cigar,300,2008
pell city,AL,disk,180,1966
pell city,AL,oval,300,2013
pell city,AL,unknown,1200,2009
petersville,AL,triangle,2700,2008
phenix city,AL,triangle,3360,2009
phenix city,AL,unknown,2,2009
piedmont,AL,circle,600,2004
pinson,AL,circle,10,1986
pinson,AL,fireball,120,2006
prattville,AL,disk,10,2008
prattville,AL,light,600,2013
prattville,AL,triangle,10,2007
prattville,AL,unknown,120,2013
rehobeth,AL,triangle,120,2009
remlap,AL,light,1,2013
robertsdale,AL,light,20,2012
rock creek,AL,diamond,3600,2004
russellville,AL,cigar,300,2014
salem,AL,triangle,3600,1993
saraland,AL,egg,180,2008
saraland,AL,light,120,2010
satsuma,AL,cigar,60,2009
satsuma,AL,oval,120,2006
scottsboro,AL,oval,1800,2008
scottsboro,AL,sphere,360,2008
selma,AL,changing,7200,2012
seminole,AL,teardrop,172800,2011
semmes,AL,light,600,2009
shelby,AL,circle,4800,2007
silverhill,AL,disk,180,1998
sipsey,AL,disk,60,2000
slocomb,AL,circle,120,1970
smiths station,AL,diamond,300,2009
southside,AL,circle,20,1995
southside,AL,triangle,360,2007
spanish fort,AL,diamond,120,2012
spanish fort,AL,diamond,120,2012
spanish fort,AL,light,3600,2009
springville,AL,unknown,1200,2007
st. florian,AL,disk,300,1994
stockton,AL,triangle,60,2002
sylacauga,AL,rectangle,8700,2008
sylacauga,AL,triangle,300,2013
sylacauga,AL,unknown,10,2008
talladega,AL,disk,300,1971
tarrant city,AL,circle,600,1949
theodore,AL,circle,120,2014
theodore,AL,fireball,300,2014
theodore,AL,light,3600,2012
toney,AL,circle,1800,2011
toney,AL,disk,1500,2014
toney,AL,fireball,3,1999
toney,AL,oval,1500,2014
toney,AL,triangle,600,2006
troy,AL,cigar,5,1999
trussville,AL,light,60,1993
trussville,AL,light,300,2014
trussville,AL,oval,240,2012
tuscaloosa,AL,cigar,2,2008
tuscaloosa,AL,circle,10,2005
tuscaloosa,AL,circle,900,1999
tuscaloosa,AL,circle,60,2011
tuscaloosa,AL,cone,900,2003
tuscaloosa,AL,disk,60,1996
tuscaloosa,AL,fireball,120,2013
tuscaloosa,AL,fireball,60,2013
tuscaloosa,AL,formation,10,2000
tuscaloosa,AL,light,1800,2009
tuscaloosa,AL,other,600,2004
tuscaloosa,AL,other,1500,2008
tuscaloosa,AL,other,180,2008
tuscaloosa,AL,sphere,2,2014
